CommentId,commentText,language,user_index,post_index,report_count_comment,report_count_post,like_count_comment,like_count_post,label,commentCleaned,translated_value
397148,sekhmajid694,Gujarati,7354.0,830542.0,0.0,1.0,0.0,159.0,0.0,sekhmajid,Sekhmajid
397150,kodiyak lokison,Gujarati,13160.0,514688.0,0.0,0.0,0.0,53.0,0.0,kodiyak lokison,Kodiyak Lokonon
397153,hit,Gujarati,20179.0,238117.0,0.0,32.0,0.0,249.0,0.0,hit,hit
397154,15630338401  ..  y y.  ,Gujarati,11613.0,798290.0,0.0,6.0,0.0,750.0,0.0,y y,Y.
397155,lukhi,Gujarati,19105.0,164340.0,0.0,0.0,0.0,43.0,0.0,lukhi,Dusty
397157,nabar mokal xxx karo6 tarijodi,Gujarati,18817.0,101578.0,0.0,1.0,0.0,154.0,1.0,nabar mokal xxx karo tarijodi,Number Send Csoxx
397158,tari pase todva jevu se su te todile,Gujarati,12333.0,618487.0,0.0,7.0,0.0,1821.0,1.0,tari pase todva jevu se su te todile,Break you like Sue Sue it
397161,hi ,Gujarati,20074.0,488550.0,0.0,5.0,0.0,555.0,1.0,hi,hi
397164,haa kharekhr chutani to dar vars thavi joie to to automatically badhu kabu ma re,Gujarati,528.0,393811.0,0.0,0.0,0.0,420.0,0.0,haa kharekhr chutani to dar vars thavi joie to to automatically badhu kabu ma re,Yes Really the election should be done every year if the automatic everything is overcome
397166,om shanti ,Gujarati,3681.0,567838.0,0.0,0.0,0.0,30.0,0.0,om shanti,om Shanti
397167,chutiya banave se jaherat puri samjay the rite karo,Gujarati,8937.0,356716.0,0.0,0.0,0.0,29.0,1.0,chutiya banave se jaherat puri samjay the rite karo,Make Saya Advertising Sanjay
397170," ""[] []::::::::::::ni amma puk ni 100rs ki ammuthunnav anta andhi 10 rs ki ammu""",Gujarati,19736.0,1014142.0,0.0,153.0,0.0,442.0,1.0,ni amma puk ni rs ki ammuthunnav anta andhi rs ki ammu,Selling your Amma Poo to Rs to Rs
397171,ma bap ni sram kar,Gujarati,6965.0,897025.0,0.0,3.0,1.0,501.0,0.0,ma bap ni sram kar,Ma Bap is not ashamed which
397172,gharpe koe kahnevala nahi,Gujarati,18581.0,897025.0,0.0,3.0,0.0,501.0,0.0,gharpe koe kahnevala nahi,No homogeneous
397173,medum puppy de rahi he,Gujarati,13694.0,653843.0,0.0,0.0,0.0,36.0,0.0,medum puppy de rahi he,Medum Puppy De Rahi he
397175,sumi_1433 jay ganesha ,Gujarati,20284.0,966418.0,0.0,0.0,0.0,58.0,0.0,sumi jay ganesha,Sumi goes down
397176,"    modi ki barabari karna uski,uski bapni bhi takat nahi hai",Gujarati,11984.0,264167.0,0.0,0.0,0.0,301.0,1.0,modi ki barabari karna uskiuski bapni bhi takat nahi hai,It is not possible to equalize Modi
397177,90037563201simplekhaana tnx khanna dost,Gujarati,20284.0,317642.0,0.0,0.0,0.0,78.0,0.0,simplekhaana tnx khanna dost,Simplock Tanks Khanna Dude
397178,koli thay ne ava video muko  cho  sharam karo  apadi ben dikarani laj to jalavo please jay virodh manthata,Gujarati,19913.0,695752.0,0.0,0.0,4.0,66.0,0.0,koli thay ne ava video muko cho sharam karo apadi ben dikarani laj to jalavo please jay virodh manthata,Does GCAs
397180,53757567301 sorry ha,Gujarati,8759.0,1073319.0,0.0,0.0,0.0,39.0,0.0,sorry ha,sorry ha
397181,sonee9651 tnx soneeji dost ,Gujarati,20284.0,502255.0,0.0,1.0,0.0,51.0,0.0,sonee tnx soneeji dost,Sony Tanks Sonyby Friend
397184,18179150501 bolo,Gujarati,7967.0,561735.0,0.0,0.0,0.0,49.0,0.0,bolo,It was
397188,31526665501 moj aave se,Gujarati,19442.0,240499.0,0.0,0.0,0.0,251.0,0.0,moj aave se,my aave se
397189,jandi,Gujarati,15989.0,844421.0,0.0,0.0,0.0,31.0,0.0,jandi,jandi
397192,vah ganda guju,Gujarati,4187.0,107243.0,0.0,0.0,0.0,63.0,1.0,vah ganda guju,He's dirty guuju
397194,aairvendsing   ,Gujarati,20284.0,947003.0,0.0,0.0,0.0,37.0,0.0,aairvendsing,Aairing
397196,vijay.  hii,Gujarati,6605.0,238117.0,0.0,32.0,0.0,249.0,0.0,vijay hii,vijay this.
397197,  6e,Gujarati,14625.0,1001907.0,0.0,0.0,0.0,30.0,0.0,e,And
397200,good night sister ,Gujarati,13096.0,691752.0,0.0,0.0,1.0,125.0,0.0,good night sister,good night sister
397201,"hi,6351240775",Gujarati,4835.0,897025.0,0.0,3.0,0.0,501.0,0.0,hi,hi
397202,wow super nice so sweet,Gujarati,561.0,263501.0,0.0,0.0,0.0,53.0,0.0,wow super nice so sweet,wow super nice so sweet
397204,ha sachi vat hoo,Gujarati,3010.0,234833.0,0.0,2.0,1.0,438.0,0.0,ha sachi vat hoo,Yes true talk
397205,i. love.   you.   sanchi.ta,Gujarati,19606.0,733897.0,0.0,0.0,1.0,46.0,0.0,i love you sanchita,i love you sanchita
397206,aki nagi tayi ja,Gujarati,6457.0,732657.0,0.0,0.0,0.0,333.0,1.0,aki nagi tayi ja,To be nagi tai
397208,lnterestdi in gujarati  album song ???,Gujarati,4816.0,234833.0,0.0,2.0,0.0,438.0,0.0,lnterestdi in gujarati album song,lnterestdi in gujarati album song
397209,narendra0766 hmm,Gujarati,6834.0,488550.0,0.0,5.0,0.0,555.0,0.0,narendra hmm,narendra hmm
397211,73737147701 ty,Gujarati,6834.0,732657.0,0.0,0.0,1.0,333.0,0.0,ty,company
397213,so beautiful tumara love ,Gujarati,8661.0,1034607.0,0.0,0.0,1.0,148.0,0.0,so beautiful tumara love,so beautiful tumara love
397214,ha pan tamane kevirite khabar padi,Gujarati,11903.0,234833.0,0.0,2.0,0.0,438.0,0.0,ha pan tamane kevirite khabar padi,Yes even how you know
397215,ha yaar ha,Gujarati,12329.0,234833.0,0.0,2.0,0.0,438.0,0.0,ha yaar ha,Ha Who is Ha
397217,super nice video dost super ,Gujarati,20284.0,702324.0,0.0,5.0,1.0,121.0,0.0,super nice video dost super,Super Nice video pretty super
397218, jay mogal ma ,Gujarati,4901.0,383809.0,0.0,0.0,1.0,94.0,0.0,jay mogal ma,Jie domain
397219,gorgeous baby,Gujarati,18038.0,56735.0,0.0,0.0,0.0,133.0,0.0,gorgeous baby,gorgeous baby
397221,video aagya inka xxx vala,Gujarati,6979.0,764666.0,0.0,0.0,0.0,141.0,1.0,video aagya inka xxx vala,Video commands
397223,puri nangi ho ja randi 10 rs valli,Gujarati,8522.0,897025.0,0.0,3.0,0.0,501.0,1.0,puri nangi ho ja randi rs valli,Puri Nangi Ho ji Randy's Valley
397225,suppeerrr. suppeerrr,Gujarati,4145.0,947163.0,0.0,0.0,0.0,57.0,0.0,suppeerrr suppeerrr,suppeerrr suppeerrr
397227,tara bape joi lidha bobla,Gujarati,13784.0,764666.0,0.0,0.0,0.0,141.0,1.0,tara bape joi lidha bobla,Seeing your father
397228,isko to gand mein land dalna pade,Gujarati,6321.0,476787.0,0.0,1.0,0.0,211.0,1.0,isko to gand mein land dalna pade,It has to pour cock in the ass
397229,sorry not interested ,Gujarati,7225.0,897025.0,0.0,3.0,4.0,501.0,0.0,sorry not interested,sorry not interested
397230,tara maa ka bhosda,Gujarati,18405.0,594905.0,0.0,1.0,0.0,42.0,1.0,tara maa ka bhosda,Tara mother
397232, _tnx ,Gujarati,13130.0,284015.0,0.0,0.0,1.0,88.0,0.0,tnx,tnx.
397233,super nae,Gujarati,6880.0,658733.0,0.0,1.0,0.0,33.0,0.0,super nae,Super Nae
397234,patanirajesh8632 hmm,Gujarati,6834.0,238117.0,0.0,32.0,0.0,249.0,0.0,patanirajesh hmm,Patanirajesh hmm
397235,ashvinparmar0016 l,Gujarati,9755.0,653843.0,0.0,0.0,0.0,36.0,0.0,ashvinparmar l,Ashminformer C
397236," ""__[] []______na modda siku ids estha """,Gujarati,10950.0,554585.0,0.0,13.0,0.0,401.0,1.0,na modda siku ids estha,Most of the Civic Civic Eds
397237, are maja ma chu activa wali   ,Gujarati,1224.0,835516.0,0.0,0.0,0.0,75.0,0.0,are maja ma chu activa wali,Chu Exitual Guardians in Ray Fun
